FID,MANZENT,TIMES_SELECTED,TOTAL_VIVIENDAS,REGION,PROVINCIA,COMUNA,NOMBRE_DISTRITO
127039,2101171002008,1,33,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,OSCAR BONILLA
72253,10208011005003,2,162,REGIÓN DE LOS LAGOS,CHILOÉ,QUELLÓN,QUELLÓN
34819,13302011004055,1,24,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,LAMPA,LAMPA
117141,3301031003024,1,24,REGIÓN DE ATACAMA,HUASCO,VALLENAR,LIBERTAD
116578,3101211004030,2,69,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,PUNTA NEGRA
2098,13103061004036,1,39,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,EL MONTIJO
113420,14101081010029,2,44,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,LAS MULATAS
55732,6303011001001,4,227,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHIMBARONGO,CHIMBARONGO
146757,8111011001050,1,18,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TOMÉ,EL PUERTO
133279,16101141004017,2,225,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN,PUENTE ÑUBLE
85493,5101051006034,1,26,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO CORDILLERA
141402,8103031001013,1,79,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,FÁBRICA
147851,8110121001002,1,39,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,SAN MIGUEL
90294,5109081001021,1,180,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,VERGARA
143505,8108021009012,1,97,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,BOCA SUR
139985,8101161011003,1,47,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LA TOMA
78917,9112041003004,1,16,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PADRE LAS CASAS,PADRE LAS CASAS
40347,13501141001901,2,146,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,CEMENTERIO
132549,16101151012012,3,60,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN,SAN BERNARDO
82769,9211051003005,1,24,REGIÓN DE LA ARAUCANÍA,MALLECO,VICTORIA,VICTORIA SUR
3662,13103071002016,1,63,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,VIOLETA PARRA
146151,8110101003003,1,57,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,HUACHIPATO
115403,3101061002020,1,34,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,CERRO
9624,13110031007019,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,GERÓNIMO DE ALDERETE
73951,10401011001025,2,18,REGIÓN DE LOS LAGOS,PALENA,CHAITÉN,CHAITÉN
126216,15101071004008,1,31,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,JOSE MANUEL BALMACEDA
55564,7101141001045,1,32,REGIÓN DEL MAULE,TALCA,TALCA,LIRCAY
35255,13132041003500,1,344,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,CLUB DE GOLF
70202,10107011003043,1,51,REGIÓN DE LOS LAGOS,LLANQUIHUE,LLANQUIHUE,LLANQUIHUE
100895,5801091003025,2,62,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,EL SAUCE
27360,13124061006004,1,433,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,SANTA CORINA
9761,13110201003010,1,24,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,SÓTERO DEL RÍO
46322,13201031007008,1,34,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS VIZCACHAS
126489,15101121002031,2,70,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,FUERTE CIUDADELA
75048,9101041002011,1,56,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,SANTA ELENA
98057,5605011005019,1,18,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL TABO,EL TABO
15627,13116061003009,3,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO ESPEJO,CARLOS DITTBORN
42377,13201021002017,1,37,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EL PERAL
24571,13123021007007,2,305,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,PEDRO DE VALDIVIA
95621,5506031001005,1,49,REGIÓN DE VALPARAÍSO,QUILLOTA,NOGALES,EL MELÓN
124915,15101031001029,2,181,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,CHINCHORRO
81113,9201151004015,1,37,REGIÓN DE LA ARAUCANÍA,MALLECO,ANGOL,ESTACIÓN
103629,4101031002007,2,694,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,FRANCISCO DE AGUIRRE
42561,13201021008038,1,47,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EL PERAL
86310,5101231005006,1,164,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,QUEBRADA VERDE
57718,7101131002040,1,30,REGIÓN DEL MAULE,TALCA,TALCA,LA FLORIDA
103528,5804051004042,1,74,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,JOSÉ MIGUEL CARRERA
490,13101171002002,2,662,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,CARMEN
88359,5109041005008,2,121,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,REÑACA
147610,8201021002014,2,31,REGIÓN DEL BIOBÍO,ARAUCO,LEBU,MILLONHUE
117145,3301031002042,1,16,REGIÓN DE ATACAMA,HUASCO,VALLENAR,LIBERTAD
111912,4301021003020,1,9,REGIÓN DE COQUIMBO,LIMARÍ,OVALLE,PLAZA DE ARMAS
48193,13301061002015,1,42,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA ORIENTE
25493,13122111004008,1,23,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEÑALOLÉN,SIMÓN BOLIVAR
47447,13121051004007,1,59,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,LA FERIA
17154,13118021001003,4,1332,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,MACUL
70917,10109011002012,1,44,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO VARAS,PUERTO VARAS
140457,8101101002007,1,159,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,PAJONAL
102018,5804081005901,1,18,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,SAN ENRIQUE
399,13102041001036,1,19,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,LO ERRÁZURIZ
147891,8110111004028,1,65,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,ESTADIO HIGUERAS
34881,13302041003026,2,36,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,LAMPA,LA VILANA
83946,5101211002006,1,31,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA
126071,15101061001034,2,71,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,AZAPA
84383,5101061003008,1,88,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO ALEGRE
113707,14101081010023,1,41,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,LAS MULATAS
114206,14108011001046,1,12,REGIÓN DE LOS RÍOS,VALDIVIA,PANGUIPULLI,PANGUIPULLI
140965,8103051005006,1,21,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,LA LEONERA
14900,13114131004006,1,41,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,CERRO SAN LUIS
77257,9102021001035,1,103,REGIÓN DE LA ARAUCANÍA,CAUTÍN,CARAHUE,CEMENTERIO
72121,10207011001014,2,78,REGIÓN DE LOS LAGOS,CHILOÉ,QUEILÉN,QUEILÉN
46240,13201051010003,1,181,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,BAJOS DE MENA
23390,13119141003901,1,41,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LAS LOMAS
19576,13119121001003,1,39,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,BLANCO ENCALADA
116901,3301041001050,1,15,REGIÓN DE ATACAMA,HUASCO,VALLENAR,HERMANOS CARRERA
126431,15101121003009,1,47,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,FUERTE CIUDADELA
38206,13404021001008,1,72,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,PAINE,HUELQUÉN
117428,3101241003028,1,83,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,DIEGO DE ALMAGRO
18468,13119101002018,1,10,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,O´HIGGINS
4435,13104101002040,1,26,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,EL COMENDADOR
21872,13119231002010,1,16,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,CIUDAD SATÉLITE
29031,13126011002022,1,26,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,MUNICIPALIDAD
119136,3301051004500,1,45,REGIÓN DE ATACAMA,HUASCO,VALLENAR,LOS CANALES
72182,10208011004023,1,59,REGIÓN DE LOS LAGOS,CHILOÉ,QUELLÓN,QUELLÓN
28642,13127111001031,1,65,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RECOLETA,EMILIANO ZAPATA
136059,16301041002002,2,90,REGIÓN DE ÑUBLE,PUNILLA,SAN CARLOS,SAN CARLOS DE PONIENTE
76526,9101061005016,1,25,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
88613,5109171007029,1,40,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,REÑACA ALTO
40515,13602011001017,1,24,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,EL MONTE,EL MONTE
84469,5101251002006,1,21,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,QUEBRADA PHILLIPPI
3848,13103011002009,1,47,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,CERRO NAVIA
120845,1101071003005,1,46,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,PARQUE BALMACEDA
98063,5605011008013,1,53,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL TABO,EL TABO
67483,10101031001003,1,98,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,MIRASOL
57601,7101011002025,1,22,REGIÓN DEL MAULE,TALCA,TALCA,PLAZA DE ARMAS
30074,13126051001013,4,737,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,QUIDORA
70641,10202021004053,1,30,REGIÓN DE LOS LAGOS,CHILOÉ,ANCUD,INTENDENCIA
145839,8108051008031,2,251,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,LOMAS COLORADAS
26156,13122041002009,1,131,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEÑALOLÉN,TORRES DE MACUL
1084,13102011003026,1,40,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,CERRILLOS
33301,13132041001035,3,194,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,CLUB DE GOLF
104767,4101161002001,1,48,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,LA COMPAÑÍA ALTA
5863,13106111001004,1,28,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ESTACIÓN CENTRAL,ECUADOR
69331,10107011002025,1,23,REGIÓN DE LOS LAGOS,LLANQUIHUE,LLANQUIHUE,LLANQUIHUE
23888,13120021001001,1,356,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,PUCARÁ
41961,13604041003042,1,19,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,VILLA LOS SILOS
61978,7301101007006,2,138,REGIÓN DEL MAULE,CURICÓ,CURICÓ,RAUQUÉN
14657,13114011007006,5,944,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESCUELA MILITAR
73035,10301051010008,1,27,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,RAHUE
30718,13127021003004,3,280,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RECOLETA,CERRO BLANCO
58038,7101161001014,1,136,REGIÓN DEL MAULE,TALCA,TALCA,ORIENTE
93174,5301011001043,1,30,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,LA FERIA
36930,13401061007045,1,26,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,CERRO NEGRO
98488,5703021001015,1,66,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,LLAILLAY,LAS VEGAS
7376,13107011009033,1,43,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,HUECHURABA,HUECHURABA
26938,13125041010024,1,93,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
93217,5301011003026,1,10,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,LA FERIA
146006,8108041002008,1,205,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,SAN PEDRO
49640,6101111005022,2,303,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,SANTA LEONOR
99216,5701021006008,1,20,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LA ESCUADRA
128733,2101021003039,1,22,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,PORTALES
46609,13201041006010,2,565,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,REGIMIENTO
37794,13402041002030,1,35,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,MAIPO
48988,13301061006006,1,211,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA ORIENTE
45542,13201031004035,2,116,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS VIZCACHAS
1355,13101021004011,3,742,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,MONEDA
138527,8101241003009,1,121,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,OBSERVATORIO
127689,2101181001043,2,42,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,SALAR DEL CARMEN
101557,5802011003037,1,26,REGIÓN DE VALPARAÍSO,MARGA MARGA,LIMACHE,HIPÓDROMO
77854,9101191004048,2,52,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,ESTERO COIHUECO
27957,13124051002901,1,71,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,ESTRELLA DE CHILE
93141,5301011001019,3,59,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,LA FERIA
85099,5101181004014,1,51,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,BARÓN
39415,13503071001017,1,26,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,CURACAVÍ,LOLENCO
17287,13118041005003,1,46,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,CAMINO AGRÍCOLA
1632,13101101007002,3,1212,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,VICUÑA MACKENNA
74109,9101141004003,1,28,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,RALUNCOYÁN
65022,7401031002901,1,227,REGIÓN DEL MAULE,LINARES,LINARES,LLANCANAO
6961,13109031001007,1,60,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA CISTERNA,LO OVALLE
69073,10105011004037,1,147,REGIÓN DE LOS LAGOS,LLANQUIHUE,FRUTILLAR,FRUTILLAR
77648,9101101005040,1,39,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,LABRANZA
1615,13101131001005,2,970,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,ALMAGRO
43229,13201191010017,1,30,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS NIEVES ORIENTE
75926,9101061001062,2,313,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
48984,13301031001013,1,110,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,ALGARROBAL
137375,8311011002042,1,45,REGIÓN DEL BIOBÍO,BIOBÍO,SANTA BÁRBARA,SANTA BÁRBARA
113187,14101071004001,1,23,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,TENIENTE MERINO
35081,13132011003006,1,338,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,NACIONES UNIDAS
99205,5701021006004,1,22,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LA ESCUADRA
72262,10208011001500,1,15,REGIÓN DE LOS LAGOS,CHILOÉ,QUELLÓN,QUELLÓN
147930,8110081004002,1,128,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,SAN VICENTE
22428,13120071005003,1,280,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,PLAZA ZAÑARTU
121134,1101061003023,1,531,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,CAVANCHA
141796,8102031001055,1,24,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CORONEL,SCHWAGER
108872,4102021005901,1,29,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LORD COCHRANE
37283,13401101001033,1,20,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,TEJAS DE CHENA
16207,13115021001504,1,312,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,EL ARRAYÁN
22485,13120061001001,1,854,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,SANTA JULIA
68521,10101171006023,1,33,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,LA PALOMA
98104,5605011002014,1,10,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL TABO,EL TABO
1530,13101041002002,1,329,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,BRASIL
18729,13119221003050,1,24,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,SIMÓN BOLIVAR
29898,13126061002003,2,74,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,MERCURIO
60920,7301101003029,1,28,REGIÓN DEL MAULE,CURICÓ,CURICÓ,RAUQUÉN
111348,4204011001042,1,19,REGIÓN DE COQUIMBO,CHOAPA,SALAMANCA,SALAMANCA
89291,5109051005010,1,25,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,ACHUPALLAS
42029,13604011001048,1,122,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,CASA DE EJERCICIOS
97297,5602021001500,1,195,REGIÓN DE VALPARAÍSO,SAN ANTONIO,ALGARROBO,SAN JOSÉ
8837,13110171001003,2,440,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,AVENIDA TRINIDAD
75432,9101101001026,1,27,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,LABRANZA
149122,8203011003018,1,23,REGIÓN DEL BIOBÍO,ARAUCO,CAÑETE,CAÑETE
59850,7105051007002,1,80,REGIÓN DEL MAULE,TALCA,MAULE,UNIHUE
130779,2201071001501,2,561,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,BERNARDO O'HIGGINS
53388,6110041001020,4,166,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,LA PUNTA
4322,13106091001039,1,37,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ESTACIÓN CENTRAL,LAS REJAS
146520,8111031004032,1,197,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TOMÉ,DICHATO
1397,13101021007009,1,129,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,MONEDA
121115,1101061004001,2,1021,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,CAVANCHA
102547,5401011001039,1,32,REGIÓN DE VALPARAÍSO,PETORCA,LA LIGUA,LA LIGUA NORTE
25370,13123031004005,3,202,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,LOS LEONES
107830,4102181002060,1,21,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LAS ROSAS
21765,13119231001011,1,74,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,CIUDAD SATÉLITE
123645,1401011002100,1,18,REGIÓN DE TARAPACÁ,TAMARUGAL,POZO ALMONTE,POZO ALMONTE
45558,13201031008020,1,257,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS VIZCACHAS
5947,13106101002013,2,121,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ESTACIÓN CENTRAL,PILA DEL GANSO
126039,15101061002002,1,58,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,AZAPA
40028,13501011006022,1,45,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,MELIPILLA PONIENTE
119846,12101031001041,1,17,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,GOBERNADOR VIEL
56790,7101141001039,1,25,REGIÓN DEL MAULE,TALCA,TALCA,LIRCAY
14024,13114021004002,3,422,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESTADIO PALESTINO
35222,13132011006003,2,208,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,NACIONES UNIDAS
148367,8112041003022,1,64,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,CLUB HÍPICO
84642,5101111001023,1,84,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLAZA VICTORIA
135466,16301011001027,1,10,REGIÓN DE ÑUBLE,PUNILLA,SAN CARLOS,CEMENTERIO
36760,13401131003006,1,40,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,ESTACIÓN
104243,4101171003053,1,17,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,EL OLIVAR
120249,12101101004018,1,35,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,LAS MINAS
133951,16101121001047,1,104,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN,BOYÉN
84022,5101211004061,3,250,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA
21126,13119031002015,1,136,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,RAMÓN FREIRE
40351,13501141005901,1,66,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,CEMENTERIO
60709,7301181002033,1,40,REGIÓN DEL MAULE,CURICÓ,CURICÓ,LICANTÉN
58952,7102021001019,1,38,REGIÓN DEL MAULE,TALCA,CONSTITUCIÓN,MAGUILLÍN
95758,5506021001010,1,32,REGIÓN DE VALPARAÍSO,QUILLOTA,NOGALES,PUCALÁN
91818,5109081002901,1,134,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,VERGARA
128311,2101141006087,1,39,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,HUAMACHUCO
110809,4302021001048,1,114,REGIÓN DE COQUIMBO,LIMARÍ,COMBARBALÁ,CIUDAD PONIENTE
49932,6101151009035,3,386,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,LA FERIA
13341,13113061002002,1,353,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA REINA,LA REINA
130632,2201091003012,1,31,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,CHACABUCO
13057,13112021001075,1,22,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,SAN RICARDO
118802,3301031004044,1,12,REGIÓN DE ATACAMA,HUASCO,VALLENAR,LIBERTAD
19992,13119201003001,1,188,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LOS PAJARITOS
2909,13104071002030,1,64,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,EL CORTIJO
28044,13125041004022,1,84,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
14344,13114011008001,4,870,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESCUELA MILITAR
91005,5109111001017,1,64,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,RECREO
94536,5501021005001,1,97,REGIÓN DE VALPARAÍSO,QUILLOTA,QUILLOTA,AVENIDA VALPARAÍSO
29826,13126091002001,1,39,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,FRONTERA
54047,6301131001045,1,20,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MATADERO
139010,8101101002012,2,1245,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,PAJONAL
11534,13110141005001,2,1021,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,POZO ARENERO
7400,13107061001016,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,HUECHURABA,PARQUE DEL RECUERDO
150875,8301201003060,1,24,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,AVENIDA MAIPÚ
80623,9201151001500,1,194,REGIÓN DE LA ARAUCANÍA,MALLECO,ANGOL,ESTACIÓN
72436,10301191001063,2,205,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,CEMENTERIO
59434,7110011001003,1,16,REGIÓN DEL MAULE,TALCA,SAN RAFAEL,SAN RAFAEL
72529,10301061001047,1,22,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,OVEJERÍA
116983,3301031001016,1,25,REGIÓN DE ATACAMA,HUASCO,VALLENAR,LIBERTAD
53968,6302011002018,1,128,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,CHÉPICA,CHÉPICA
130399,2301061004030,1,12,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,ESTACIÓN
