FID,MANZENT,TIMES_SELECTED,TOTAL_VIVIENDAS,REGION,PROVINCIA,COMUNA,NOMBRE_DISTRITO
119064,3301051002061,1,8,REGIÓN DE ATACAMA,HUASCO,VALLENAR,LOS CANALES
6575,13108031002019,1,15,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,INDEPENDENCIA,MIRAFLORES
47392,13121011003022,1,38,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,LA VICTORIA
97626,5604011005039,2,56,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL QUISCO,EL QUISCO
31151,13127111003011,2,36,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RECOLETA,EMILIANO ZAPATA
149044,8203011002015,1,56,REGIÓN DEL BIOBÍO,ARAUCO,CAÑETE,CAÑETE
88516,5109041003025,1,13,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,REÑACA
55506,7101131001025,1,42,REGIÓN DEL MAULE,TALCA,TALCA,LA FLORIDA
112315,14101051005026,1,27,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,ESTACIÓN
111752,4301011007068,1,307,REGIÓN DE COQUIMBO,LIMARÍ,OVALLE,FERROCARRIL
56817,7101141002020,1,17,REGIÓN DEL MAULE,TALCA,TALCA,LIRCAY
148461,8205091002012,1,18,REGIÓN DEL BIOBÍO,ARAUCO,CURANILAHUE,LAS QUEMAS
124300,1107011001006,1,411,REGIÓN DE TARAPACÁ,IQUIQUE,ALTO HOSPICIO,AUTÓDROMO
110234,4201091001083,1,16,REGIÓN DE COQUIMBO,CHOAPA,ILLAPEL,CUZCUZ
93734,5501021004009,1,18,REGIÓN DE VALPARAÍSO,QUILLOTA,QUILLOTA,AVENIDA VALPARAÍSO
136034,16301031001053,1,19,REGIÓN DE ÑUBLE,PUNILLA,SAN CARLOS,MEDIALUNA
10368,13111011001004,1,108,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA GRANJA,LA GRANJA
32993,13130041004008,1,322,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MIGUEL,ATACAMA
63,13101021008901,6,779,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,MONEDA
137695,8306011003027,2,110,REGIÓN DEL BIOBÍO,BIOBÍO,NACIMIENTO,NACIMIENTO
94898,5601011002021,1,124,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,SAN ANTONIO
134706,16103041001012,5,320,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN VIEJO,CHILLÁN VIEJO
55883,6305011002037,1,22,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,NANCAGUA,NANCAGUA
93372,5502011002002,1,22,REGIÓN DE VALPARAÍSO,QUILLOTA,CALERA,EL PEÑÓN
68441,10101041001001,1,276,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,CHINCHÍN
24189,13120051002003,3,295,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,PLAZA ÑUÑOA
62115,7301071005030,1,43,REGIÓN DEL MAULE,CURICÓ,CURICÓ,BARROS NEGROS
114135,14107031003500,1,112,REGIÓN DE LOS RÍOS,VALDIVIA,PAILLACO,PAILLACO
48537,6101101001003,2,13,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,LOS QUILOS
136044,16301011003040,3,103,REGIÓN DE ÑUBLE,PUNILLA,SAN CARLOS,CEMENTERIO
41921,13604041003002,2,17,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PADRE HURTADO,VILLA LOS SILOS
93428,5501021005016,1,24,REGIÓN DE VALPARAÍSO,QUILLOTA,QUILLOTA,AVENIDA VALPARAÍSO
93314,5502031001011,1,47,REGIÓN DE VALPARAÍSO,QUILLOTA,CALERA,ARTIFICIO
134603,16103041004041,1,31,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN VIEJO,CHILLÁN VIEJO
53396,6110041002014,3,370,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MOSTAZAL,LA PUNTA
102435,5804031001043,1,26,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,MANUEL MONTT
75541,9101191001004,1,36,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,ESTERO COIHUECO
96337,5601011006026,1,85,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,SAN ANTONIO
29040,13126071001012,1,45,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,CÓNSUL POINSETT
150752,8301011004005,1,40,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,MERCADO
66348,11101131007027,1,29,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COYHAIQUE,COYHAIQUE,ESTERO LA CRUZ
78760,9112051004060,2,130,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PADRE LAS CASAS,AILLACARA
43032,13605021004011,1,12,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,MALLOCO
24103,13120111001021,3,514,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,HOSPITAL DE CARABINEROS
94958,5601011007901,1,9,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,SAN ANTONIO
140023,8101161001003,3,89,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LA TOMA
35894,13401081002017,1,34,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,NOS
45411,13201141007015,1,361,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EJÉRCITO LIBERTADOR
22300,13120051002022,1,39,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,PLAZA ÑUÑOA
121011,1101041005018,2,39,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,CAUPOLICÁN
89494,5109141003027,1,14,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,GLORIAS NAVALES
141002,8103011002006,1,60,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,LONCO
143867,8107021004028,1,46,REGIÓN DEL BIOBÍO,CONCEPCIÓN,PENCO,FÁBRICA
71078,10109011004020,2,64,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO VARAS,PUERTO VARAS
79309,9109011001071,1,24,REGIÓN DE LA ARAUCANÍA,CAUTÍN,LONCOCHE,LONCOCHE ORIENTE
24065,13120111002007,3,146,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,HOSPITAL DE CARABINEROS
130771,2201071001004,1,46,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,BERNARDO O'HIGGINS
41159,13603021004008,1,187,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,ISLA DE MAIPO,ISLA DE MAIPO
65951,11201041001033,1,30,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,AYSÉN,VALLE LOS LAGOS
33867,13129051003026,1,32,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN JOAQUÍN,LA CASTRINA
67722,10101181002001,3,118,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,MATADERO
147315,8112031002011,1,37,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,CIUDAD DEL NIÑO
21351,13119061001014,2,327,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,SAN MARTÍN
128915,2101091009007,3,331,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,HUANCHACA
57918,7101121006007,1,28,REGIÓN DEL MAULE,TALCA,TALCA,SAN MIGUEL
147432,8112061003040,1,20,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,CERRO VERDE
101388,5802051001017,1,15,REGIÓN DE VALPARAÍSO,MARGA MARGA,LIMACHE,URMENETA
137057,8304011003034,1,28,REGIÓN DEL BIOBÍO,BIOBÍO,LAJA,LAJA NORTE
101902,5804031001033,1,22,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,MANUEL MONTT
137917,8308011001500,1,93,REGIÓN DEL BIOBÍO,BIOBÍO,QUILACO,QUILACO
57413,7101071009009,1,36,REGIÓN DEL MAULE,TALCA,TALCA,COOPERATIVA
108399,4102091005023,1,34,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,ESTACIÓN
91859,5201011001500,2,97,REGIÓN DE VALPARAÍSO,ISLA DE PASCUA,ISLA DE PASCUA,HANGA ROA
40827,13601031002008,2,123,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,TREBULCO
11734,13110131003001,9,565,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,MARÍA ELENA
74796,9101181002041,2,12,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,JAVIERA CARRERA
14103,13114021001008,2,200,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESTADIO PALESTINO
17171,13118041002004,1,95,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,CAMINO AGRÍCOLA
70937,10109011002034,1,34,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO VARAS,PUERTO VARAS
18416,13119071003012,1,79,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,MAIPÚ PONIENTE
54462,6301011009014,1,33,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MUNICIPALIDAD
129203,2101071001017,1,36,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,RESIDENCIAL
143705,8107031003029,1,21,REGIÓN DEL BIOBÍO,CONCEPCIÓN,PENCO,LIRQUÉN
105766,4102011002023,2,18,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,ADUANA
102131,5804021007039,4,317,REGIÓN DE VALPARAÍSO,MARGA MARGA,VILLA ALEMANA,VILLA ALEMANA NORTE
113400,14101071006038,1,44,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,TENIENTE MERINO
145194,8110081006012,1,96,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,SAN VICENTE
5909,13106131001001,4,615,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ESTACIÓN CENTRAL,BERNAL DEL MERCADO
132849,2301061004009,2,151,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,ESTACIÓN
1615,13101131001005,3,970,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,ALMAGRO
121046,1101061003008,1,56,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,CAVANCHA
29171,13125041009021,1,22,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
31045,13128071005017,4,221,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,EL PEREJIL
141389,8103031001007,1,33,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,FÁBRICA
37875,13402051001901,1,45,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,VALDIDIA DE PAINE
71087,10109051001015,1,24,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO VARAS,LA FÁBRICA
143503,8108031001020,3,157,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,LOS ACACIOS
129705,2201051001118,3,125,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,REGIMIENTO
73295,10301181003028,1,33,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,CONCEPCION
95452,5504011001002,2,90,REGIÓN DE VALPARAÍSO,QUILLOTA,LA CRUZ,LA CRUZ
117456,3101241004007,1,97,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,DIEGO DE ALMAGRO
30306,13128071007016,1,48,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,EL PEREJIL
148108,8112041001005,2,81,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,CLUB HÍPICO
35359,13202031002500,1,8,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PIRQUE,EL PRINCIPAL
7208,13109041003017,1,29,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA CISTERNA,EL PARRÓN
99360,5701031005018,1,15,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LOS GRANEROS
48035,13301011002002,5,642,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA
29248,13125021010020,2,207,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,LO ECHEVERS
98113,5605021001049,1,11,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL TABO,LAS CRUCES
88357,5109041006002,1,147,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,REÑACA
137470,8312021001011,1,29,REGIÓN DEL BIOBÍO,BIOBÍO,TUCAPEL,HUÉPIL
109371,4201021003901,1,10,REGIÓN DE COQUIMBO,CHOAPA,ILLAPEL,CIUDAD PONIENTE
83675,9203021001037,1,16,REGIÓN DE LA ARAUCANÍA,MALLECO,CURACAUTÍN,ESTACIÓN
85444,5101051006005,1,41,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO CORDILLERA
134349,16101071001010,1,46,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN,LOS GUINDOS
125006,15101041004003,1,20,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,SAN JOSÉ
128551,2101021004050,1,26,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,PORTALES
143525,8108021007004,4,141,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,BOCA SUR
120062,12101041004014,1,121,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,BARRIO PRAT
139968,8101161010009,6,782,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LA TOMA
82814,9211051003025,2,46,REGIÓN DE LA ARAUCANÍA,MALLECO,VICTORIA,VICTORIA SUR
393,13102031003018,2,29,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,DIVINO MAESTRO
65255,7403011001002,1,97,REGIÓN DEL MAULE,LINARES,LONGAVÍ,LONGAVÍ
129984,2101091002500,1,427,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,HUANCHACA
6733,13108011005010,4,333,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,INDEPENDENCIA,INDEPENDENCIA
43272,13201191004004,1,32,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS NIEVES ORIENTE
52783,6115041006014,1,28,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,CÉSARES
90088,5109111003009,1,141,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,RECREO
76924,9101171001015,1,60,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,UNIVERSIDAD
147571,8112031001505,1,207,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,CIUDAD DEL NIÑO
79219,9109011001005,1,20,REGIÓN DE LA ARAUCANÍA,CAUTÍN,LONCOCHE,LONCOCHE ORIENTE
128393,2101011002008,1,101,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LA CHIMBA
142926,8105081001029,1,9,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALQUI,TALCAMÁVIDA
131635,2201141001060,3,136,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,AEROPUERTO EL LOA
90895,5109211004028,1,19,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,RECREO ALTO
15029,13114111001001,2,299,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESTADIO ESPAÑOL
38841,13401071002010,1,27,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,MAESTRANZA
121304,12401011008024,1,27,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ÚLTIMA ESPERANZA,NATALES,NATALES
113461,14101081007027,2,53,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,LAS MULATAS
47595,13121051002002,1,13,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,LA FERIA
130708,2201061002011,2,152,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,CEMENTERIO
45693,13201141007009,1,16,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EJÉRCITO LIBERTADOR
74427,10301191002017,1,26,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,CEMENTERIO
50412,6101151004021,2,18,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,LA FERIA
18225,13117021002014,1,29,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO PRADO,BLANQUEADO
36362,13401061004018,1,36,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,CERRO NEGRO
65827,11201011002009,1,34,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,AYSÉN,PUERTO AYSÉN
15134,13114111001006,3,204,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESTADIO ESPAÑOL
75694,9101051001002,2,207,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,SANTA ROSA
134630,16103041002040,1,34,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN VIEJO,CHILLÁN VIEJO
955,13102021001006,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,VILLA MÉXICO
30209,13127051002024,1,49,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RECOLETA,SALZBURGO
149,13102011002017,1,19,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRILLOS,CERRILLOS
89364,5109051008012,1,11,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,ACHUPALLAS
136642,16108051002002,1,41,REGIÓN DE ÑUBLE,DIGUILLÍN,SAN IGNACIO,QUIRIQUINA
44366,13201161005025,1,146,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,PORVENIR
12401,13112051002017,1,53,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,LA PLATINA
136226,8207031001057,1,27,REGIÓN DEL BIOBÍO,ARAUCO,TIRÚA,TIRÚA
142540,8106021002007,2,77,REGIÓN DEL BIOBÍO,CONCEPCIÓN,LOTA,BANNEN
1534,13101111001006,3,293,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,SAN ISIDRO
2985,13104041004044,1,40,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,ENEAS GONEL
139512,8101021003003,3,452,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LICEO DE HOMBRES
131684,2201111006040,3,61,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,MAIPÚ
123712,1401011002082,1,13,REGIÓN DE TARAPACÁ,TAMARUGAL,POZO ALMONTE,POZO ALMONTE
46844,13201051011025,1,11,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,BAJOS DE MENA
96926,5603011001019,1,16,REGIÓN DE VALPARAÍSO,SAN ANTONIO,CARTAGENA,CARTAGENA
105819,4102021001051,1,8,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LORD COCHRANE
99586,5701011003021,1,105,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,CARMEN
131301,2201101001003,1,20,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,MANUEL RODRÍGUEZ
28719,13126021001016,1,89,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,CARRASCAL
36533,13401101004027,1,134,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,TEJAS DE CHENA
88770,5109171009048,1,4,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,REÑACA ALTO
28821,13126091004031,1,29,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,FRONTERA
147602,8201021002009,1,24,REGIÓN DEL BIOBÍO,ARAUCO,LEBU,MILLONHUE
73920,10307011001502,2,57,REGIÓN DE LOS LAGOS,OSORNO,SAN PABLO,SAN PABLO
121745,12101071005026,1,21,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,BARRIO SUR
37541,13402011010019,1,26,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,BUIN
32832,13130021001006,3,669,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MIGUEL,LO VIAL
148294,8112011005036,1,16,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,RAMUNTCHO
24927,13124041004033,2,209,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,LA ESTRELLA
146977,8112021001025,1,36,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALPÉN,HUALPENCILLO
147834,8110081006002,2,632,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,SAN VICENTE
132064,16101171003042,3,31,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN,CARDENAL CARO
1339,13101021007005,1,178,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,MONEDA
24548,13123011003003,1,161,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,CONDELL
45158,13201141008002,1,39,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EJÉRCITO LIBERTADOR
64989,7401071004019,2,78,REGIÓN DEL MAULE,LINARES,LINARES,MARÍA AUXILIADORA
14560,13115041004011,1,268,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,LO BARNECHEA
17264,13118021002026,1,169,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,MACUL
61392,7201061003022,1,36,REGIÓN DEL MAULE,CAUQUENES,CAUQUENES,BARRIO ESTACIÓN
1618,13101111005001,6,1156,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,SAN ISIDRO
16205,13115021001501,3,339,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,EL ARRAYÁN
6133,13107011005001,4,613,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,HUECHURABA,HUECHURABA
132924,2302041001079,1,19,REGIÓN DE ANTOFAGASTA,TOCOPILLA,MARÍA ELENA,MARÍA ELENA
131051,2201141002020,1,23,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,AEROPUERTO EL LOA
123561,1401011001007,1,32,REGIÓN DE TARAPACÁ,TAMARUGAL,POZO ALMONTE,POZO ALMONTE
135716,16301011004027,1,17,REGIÓN DE ÑUBLE,PUNILLA,SAN CARLOS,CEMENTERIO
15681,13116041004023,2,80,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO ESPEJO,POBLACIÓN CARO NORTE
111434,4204011003012,2,31,REGIÓN DE COQUIMBO,CHOAPA,SALAMANCA,SALAMANCA
66237,11101131004067,2,30,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,COYHAIQUE,COYHAIQUE,ESTERO LA CRUZ
102853,5803011001030,1,86,REGIÓN DE VALPARAÍSO,MARGA MARGA,OLMUÉ,OLMUÉ
53449,6111011001035,1,62,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,OLIVAR,GULTRO
21572,13119051006039,1,21,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LAS INDUSTRIAS
4552,13104061003024,1,26,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,MONTERREY
100954,5801021002028,1,16,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,BELLOTO SUR
63062,7401061004012,1,54,REGIÓN DEL MAULE,LINARES,LINARES,EL ROSARIO
36201,13401141003055,1,13,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,LOS MORROS
24330,13123021003009,8,667,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,PEDRO DE VALDIVIA
79789,9115021001014,1,35,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PUCÓN,CEMENTERIO
113941,14103011001026,4,68,REGIÓN DE LOS RÍOS,VALDIVIA,LANCO,LANCO
33695,13129041003001,2,40,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN JOAQUÍN,EDWARDS BELLO SUR
17172,13118041002009,1,13,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,CAMINO AGRÍCOLA
13315,13113021001001,2,118,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA REINA,LYNCH NORTE
93927,5404061001015,1,16,REGIÓN DE VALPARAÍSO,PETORCA,PETORCA,PETORCA PONIENTE
51054,6101111002043,1,56,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,SANTA LEONOR
6351,13107021002009,1,24,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,HUECHURABA,LA PINCOYA
91087,5109111002016,2,443,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,RECREO
116017,14201011004013,1,24,REGIÓN DE LOS RÍOS,RANCO,LA UNIÓN,LA UNIÓN
24638,13123021003901,3,409,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,PEDRO DE VALDIVIA
144776,8110141006010,2,184,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,CARRIEL
72940,10301041001014,1,32,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,MUNICIPALIDAD
120332,12101061002025,1,36,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,MAGALLANES,PUNTA ARENAS,PUDETO
54243,6301011004502,1,8,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MUNICIPALIDAD
128015,2101051002041,1,40,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,MIRAMAR
64618,7404011001034,1,18,REGIÓN DEL MAULE,LINARES,PARRAL,PLAZA
75550,9101061002014,1,29,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
6501,13108031003015,2,175,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,INDEPENDENCIA,MIRAFLORES
