FID,MANZENT,TIMES_SELECTED,TOTAL_VIVIENDAS,REGION,PROVINCIA,COMUNA,NOMBRE_DISTRITO
145869,8108051004017,2,257,REGIÓN DEL BIOBÍO,CONCEPCIÓN,SAN PEDRO DE LA PAZ,LOMAS COLORADAS
74696,9101091003024,1,90,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,AVENIDA ALEMANIA
38622,13402011001025,1,7,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,BUIN
80914,9201161003007,1,20,REGIÓN DE LA ARAUCANÍA,MALLECO,ANGOL,REGIMIENTO
48202,13301061002024,2,31,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA ORIENTE
113972,14103011002006,1,24,REGIÓN DE LOS RÍOS,VALDIVIA,LANCO,LANCO
12367,13112051001024,1,50,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,LA PLATINA
96145,5503021001009,1,74,REGIÓN DE VALPARAÍSO,QUILLOTA,HIJUELAS,SAN ANTONIO
26718,13125041005008,2,33,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
50517,6101141001004,1,10,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,PUNTA DE CORTÉS
52606,6115081001020,1,23,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,ROSARIO
124557,1107021008030,1,35,REGIÓN DE TARAPACÁ,IQUIQUE,ALTO HOSPICIO,ALTO HOSPICIO
84781,5101031007009,1,29,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO SANTO DOMINGO
36047,13401141004025,1,12,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,LOS MORROS
25036,13124021004001,1,74,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,EMBALSE LO PRADO
28110,13125041014010,1,23,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUILICURA,MANUEL ANTONIO MATTA
22146,13119191007046,1,20,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,EL BOSQUE
32656,13131051003035,1,48,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN RAMÓN,LA BANDERA
67685,10101151001008,1,172,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,TEPUAL
64688,7404041001011,2,33,REGIÓN DEL MAULE,LINARES,PARRAL,LOS CARDOS
101583,5802011004015,3,52,REGIÓN DE VALPARAÍSO,MARGA MARGA,LIMACHE,HIPÓDROMO
16223,13115041002025,1,22,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,LO BARNECHEA
128033,2101011009009,1,51,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LA CHIMBA
64124,7401031002006,1,62,REGIÓN DEL MAULE,LINARES,LINARES,LLANCANAO
40211,13501011008017,1,28,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,MELIPILLA PONIENTE
35325,13202031001035,1,198,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PIRQUE,EL PRINCIPAL
95334,5601041002025,1,18,REGIÓN DE VALPARAÍSO,SAN ANTONIO,SAN ANTONIO,LLOLLEO
126537,15101121002510,1,44,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,FUERTE CIUDADELA
11028,13111071001021,2,172,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA GRANJA,SAN JOSÉ DE LA ESTRELLA
13417,13113021002001,1,74,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA REINA,LYNCH NORTE
90940,5109071003076,1,9,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,CHORRILLOS
129906,2201051003072,1,30,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,REGIMIENTO
74184,9101061004044,1,134,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
83397,9210011002026,1,13,REGIÓN DE LA ARAUCANÍA,MALLECO,TRAIGUÉN,MUNICIPALIDAD
92685,5304081001001,1,33,REGIÓN DE VALPARAÍSO,LOS ANDES,SAN ESTEBAN,LA FLORIDA
68007,10101031013025,2,147,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,MIRASOL
17108,13118011003021,1,33,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MACUL,LO PLAZA
87640,5103011014001,1,255,REGIÓN DE VALPARAÍSO,VALPARAÍSO,CONCÓN,CONCÓN
3543,13104021003001,1,21,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,JUANITA AGUIRRE
27175,13124071002035,1,20,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,LO AGUIRRE
25447,13123041008006,1,236,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,POCURO
60329,7108011001012,2,90,REGIÓN DEL MAULE,TALCA,RÍO CLARO,CUMPEO
643,13101181002015,1,74,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,VICTORIA
60567,7301011001028,1,15,REGIÓN DEL MAULE,CURICÓ,CURICÓ,PLAZA DE ARMAS
46345,13201031006004,1,39,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,LAS VIZCACHAS
107831,4102181002049,1,40,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LAS ROSAS
96019,5502051001008,1,29,REGIÓN DE VALPARAÍSO,QUILLOTA,CALERA,LAUTARO
3647,13103091003011,1,20,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,RÍO VIEJO
134835,16303011001502,1,22,REGIÓN DE ÑUBLE,PUNILLA,ÑIQUÉN,SAN GREGORIO
46716,13201131003032,1,33,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,ARTURO PRAT
1207,13103071001017,1,21,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,VIOLETA PARRA
130404,2301061004026,1,35,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,ESTACIÓN
113242,14101071003035,2,17,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,TENIENTE MERINO
131607,2201111002052,1,47,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,MAIPÚ
121189,1101101001024,1,55,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,GOMEZ CARREÑO
109763,4203011003060,1,26,REGIÓN DE COQUIMBO,CHOAPA,LOS VILOS,LOS VILOS
129550,2101091002009,1,23,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,HUANCHACA
118048,3101231004504,1,12,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,ELEUTERIO RAMÍREZ
109216,4106031001045,1,13,REGIÓN DE COQUIMBO,ELQUI,VICUÑA,SAN ISIDRO
98687,5705011001017,1,24,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,PUTAENDO,PUTAENDO
41081,13601041006032,1,12,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,TALAGANTE,ENTRERRÍOS
140386,8101101003001,1,12,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,PAJONAL
749,13101201003028,1,27,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,FRANKLIN
76894,9101171001008,1,36,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,UNIVERSIDAD
98005,5701031008009,2,47,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LOS GRANEROS
69410,10101031017006,1,21,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,MIRASOL
60754,7301181003045,1,124,REGIÓN DEL MAULE,CURICÓ,CURICÓ,LICANTÉN
121107,1101041004018,2,33,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,CAUPOLICÁN
77036,9101081001500,1,75,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,LANÍN
98498,5703011003011,1,43,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,LLAILLAY,LLAILLAY
88231,5107011009066,1,19,REGIÓN DE VALPARAÍSO,VALPARAÍSO,QUINTERO,QUINTERO
32357,13131051001035,1,30,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN RAMÓN,LA BANDERA
138222,8305011002025,1,27,REGIÓN DEL BIOBÍO,BIOBÍO,MULCHÉN,MULCHÉN ORIENTE
101284,5801101002022,1,152,REGIÓN DE VALPARAÍSO,MARGA MARGA,QUILPUÉ,BELLOTO NORTE
10196,13111061002027,1,45,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA GRANJA,SAN GREGORIO ORIENTE
2608,13104011001001,1,147,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CONCHALÍ,CONCHALÍ
134484,16102011003029,1,114,REGIÓN DE ÑUBLE,DIGUILLÍN,BULNES,BULNES
15938,13115041005002,1,85,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO BARNECHEA,LO BARNECHEA
4856,13105091003013,1,49,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,EL BOSQUE,LOS CÓNDORES
47651,13121051002013,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,LA FERIA
18385,13119071010018,1,31,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,MAIPÚ PONIENTE
139400,8101011001003,1,19,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,INTENDENCIA
41779,13201161001008,1,152,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,PORVENIR
102713,5401021004032,1,25,REGIÓN DE VALPARAÍSO,PETORCA,LA LIGUA,LA LIGUA SUR
85395,5101091004001,3,178,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO BELLAVISTA
144692,8110141004007,1,10,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,CARRIEL
32688,13129061002501,1,21,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN JOAQUÍN,PEDRO MIRA
117783,3103011001097,1,13,REGIÓN DE ATACAMA,COPIAPÓ,TIERRA AMARILLA,TIERRA AMARILLA
75714,9101091004027,1,25,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,AVENIDA ALEMANIA
108207,4102181007015,2,48,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LAS ROSAS
85422,5101151003003,1,37,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO LA MERCED
134759,16104011001055,1,17,REGIÓN DE ÑUBLE,DIGUILLÍN,EL CARMEN,EL CARMEN
113914,14103011001011,1,61,REGIÓN DE LOS RÍOS,VALDIVIA,LANCO,LANCO
71556,10210011001061,1,21,REGIÓN DE LOS LAGOS,CHILOÉ,QUINCHAO,ACHAO
32949,13130051003029,1,78,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN MIGUEL,SALESIANOS
148502,8206011002014,1,35,REGIÓN DEL BIOBÍO,ARAUCO,LOS ÁLAMOS,LOS ÁLAMOS
53134,6108021004507,1,45,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,MACHALÍ,MACHALÍ
142431,8102081001015,2,59,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CORONEL,CORCOVADO
24552,13123061002020,1,70,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,PARQUE BUSTAMANTE
48149,13301011005019,1,36,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,COLINA,COLINA
138962,8101171002026,1,20,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LA PÓLVORA
34170,13131021002008,1,38,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN RAMÓN,LAS AMÉRICAS
52924,6115041002018,1,20,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RENGO,CÉSARES
128791,2101041004018,1,30,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ARTURO PRAT
102920,5803021001005,1,28,REGIÓN DE VALPARAÍSO,MARGA MARGA,OLMUÉ,GRANIZO
39612,13501121002023,1,18,REGIÓN METROPOLITANA DE SANTIAGO,MELIPILLA,MELIPILLA,POMAIRE
30865,13128021001032,1,29,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,LO RUIZ
140318,8101091001003,1,16,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LAGUNA REDONDA
14406,13114111001002,1,25,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LAS CONDES,ESTADIO ESPAÑOL
85901,5101211002500,1,204,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,PLACILLA
96044,5502051004006,1,134,REGIÓN DE VALPARAÍSO,QUILLOTA,CALERA,LAUTARO
103868,4101151004002,1,51,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,UNIVERSIDAD
52430,6112031001004,2,35,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,PEUMO,CODAO
1199,13103011006033,1,25,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,CERRO NAVIA
72723,10301051009010,1,24,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,RAHUE
130840,2201071002010,1,31,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,BERNARDO O'HIGGINS
30454,13128061002048,1,43,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RENCA,JOSÉ MIGUEL INFANTE
134494,16102071001001,1,18,REGIÓN DE ÑUBLE,DIGUILLÍN,BULNES,BULNES CHICO
130906,2201071003027,1,16,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,BERNARDO O'HIGGINS
47394,13121051001003,2,70,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PEDRO AGUIRRE CERDA,LA FERIA
111090,4301031003011,1,47,REGIÓN DE COQUIMBO,LIMARÍ,OVALLE,MIRADOR
86160,5101011004003,1,42,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,POBLACIONES PLAYA ANCHA
13206,13112031005022,1,26,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,PABLO DE ROKHA
82613,9211021001019,1,12,REGIÓN DE LA ARAUCANÍA,MALLECO,VICTORIA,MOLINO
35254,13132031002016,2,270,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,VITACURA,LO CURRO
85852,5101121002021,1,11,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,ALMENDRAL
30030,13126031002020,1,86,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,QUINTA NORMAL,YUNGAY
45127,13201051006014,1,15,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,BAJOS DE MENA
141697,8103051007006,1,21,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CHIGUAYANTE,LA LEONERA
127063,2101171002046,1,24,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,OSCAR BONILLA
45409,13201181007002,2,94,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,AVENIDA CHILOÉ
92101,5301061004003,2,182,REGIÓN DE VALPARAÍSO,LOS ANDES,LOS ANDES,CHACABUCO
122304,12401011007013,1,25,REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA,ÚLTIMA ESPERANZA,NATALES,NATALES
18862,13119141001022,1,30,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LAS LOMAS
32588,13131051004032,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SAN RAMÓN,LA BANDERA
30836,13127061005901,1,21,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,RECOLETA,CEMENTERIO ISRAELITA
137363,8311011002034,1,19,REGIÓN DEL BIOBÍO,BIOBÍO,SANTA BÁRBARA,SANTA BÁRBARA
50044,6101171005029,1,37,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,RUTA CINCO SUR
38148,13404061001015,2,79,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,PAINE,PAINE SUR
121070,1101111001007,1,52,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,LA TIRANA
77151,9102081001017,1,69,REGIÓN DE LA ARAUCANÍA,CAUTÍN,CARAHUE,TROVOLHUE
72274,10208011002505,1,30,REGIÓN DE LOS LAGOS,CHILOÉ,QUELLÓN,QUELLÓN
38957,13401141003082,1,21,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,SAN BERNARDO,LOS MORROS
146918,8111111002015,1,25,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TOMÉ,PUNTA DE PARRA
66103,11201021001501,1,25,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,AYSÉN,MAÑIGUALES
131850,2301031006016,1,38,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,GUACHÁN
9135,13110171003029,1,235,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,AVENIDA TRINIDAD
134931,16102041001011,1,19,REGIÓN DE ÑUBLE,DIGUILLÍN,BULNES,SANTA CLARA
98561,5703011003027,1,35,REGIÓN DE VALPARAÍSO,SAN FELIPE DE ACONCAGUA,LLAILLAY,LLAILLAY
120801,1101031002017,1,14,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,HOSPITAL
49356,6101171001019,1,27,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,RUTA CINCO SUR
106295,4102021004059,1,28,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,LORD COCHRANE
75982,9101061003014,1,17,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,PUEBLO NUEVO
11399,13110141004004,1,66,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,POZO ARENERO
67585,10101171002015,1,22,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO MONTT,LA PALOMA
665,13101191003008,1,26,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,VALPARAÍSO
61015,7301071004024,1,26,REGIÓN DEL MAULE,CURICÓ,CURICÓ,BARROS NEGROS
40677,13603021002030,3,74,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,ISLA DE MAIPO,ISLA DE MAIPO
150475,8301211001038,2,41,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,SOR VICENTA
70994,10109011006002,1,20,REGIÓN DE LOS LAGOS,LLANQUIHUE,PUERTO VARAS,PUERTO VARAS
89367,5109161007023,1,14,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VIÑA DEL MAR,PABLO NERUDA
115278,3101061004011,2,29,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,CERRO
42157,13605031004007,1,91,REGIÓN METROPOLITANA DE SANTIAGO,TALAGANTE,PEÑAFLOR,CAUPOLICÁN
37606,13402011006044,1,401,REGIÓN METROPOLITANA DE SANTIAGO,MAIPO,BUIN,BUIN
97866,5604011005901,1,230,REGIÓN DE VALPARAÍSO,SAN ANTONIO,EL QUISCO,EL QUISCO
20098,13119211002025,1,20,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LAS PARCELAS
54673,6301011003011,1,15,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MUNICIPALIDAD
149315,8205011002025,1,26,REGIÓN DEL BIOBÍO,ARAUCO,CURANILAHUE,CURANILAHUE
139399,8101061001018,1,50,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,CERRO AMARILLO
50245,6101161004008,1,39,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,MEDIALUNA
115605,3101061006017,1,12,REGIÓN DE ATACAMA,COPIAPÓ,COPIAPÓ,CERRO
150978,8301201002014,1,22,REGIÓN DEL BIOBÍO,BIOBÍO,LOS ÁNGELES,AVENIDA MAIPÚ
45360,13201141008011,1,32,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,EJÉRCITO LIBERTADOR
23918,13120011001002,1,132,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,ÑUÑOA,SIMÓN BOLIVAR
137909,8308011001018,1,14,REGIÓN DEL BIOBÍO,BIOBÍO,QUILACO,QUILACO
59108,7102021004018,1,53,REGIÓN DEL MAULE,TALCA,CONSTITUCIÓN,MAGUILLÍN
106857,4102031001039,1,24,REGIÓN DE COQUIMBO,ELQUI,COQUIMBO,BUEN PASTOR
74066,10402011001010,1,38,REGIÓN DE LOS LAGOS,PALENA,FUTALEUFÚ,FUTALEUFÚ
71714,10301051005014,1,20,REGIÓN DE LOS LAGOS,OSORNO,OSORNO,RAHUE
138568,8101251003037,1,87,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CONCEPCIÓN,LARENAS
130183,2201011004018,1,25,REGIÓN DE ANTOFAGASTA,EL LOA,CALAMA,CALAMA
62483,7401061004052,1,6,REGIÓN DEL MAULE,LINARES,LINARES,EL ROSARIO
141794,8102031001041,1,33,REGIÓN DEL BIOBÍO,CONCEPCIÓN,CORONEL,SCHWAGER
102879,5803021001008,1,12,REGIÓN DE VALPARAÍSO,MARGA MARGA,OLMUÉ,GRANIZO
3621,13103011001015,1,30,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,CERRO NAVIA,CERRO NAVIA
126049,15101061001009,1,29,REGIÓN DE ARICA Y PARINACOTA,ARICA,ARICA,AZAPA
9413,13110021002041,1,27,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,BALNEARIO MUNICIPAL
23356,13119071004503,1,80,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,MAIPÚ PONIENTE
56886,7101141009011,1,36,REGIÓN DEL MAULE,TALCA,TALCA,LIRCAY
85231,5101151002010,1,64,REGIÓN DE VALPARAÍSO,VALPARAÍSO,VALPARAÍSO,CERRO LA MERCED
34966,13302011009014,1,11,REGIÓN METROPOLITANA DE SANTIAGO,CHACABUCO,LAMPA,LAMPA
130046,2101181004502,2,98,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,SALAR DEL CARMEN
7552,13108031005009,1,49,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,INDEPENDENCIA,MIRAFLORES
136730,16305061001901,1,7,REGIÓN DE ÑUBLE,PUNILLA,SAN NICOLÁS,DADINCO
121547,1101081002009,3,84,REGIÓN DE TARAPACÁ,IQUIQUE,IQUIQUE,ARTURO PRAT
45586,13201051005032,1,121,REGIÓN METROPOLITANA DE SANTIAGO,CORDILLERA,PUENTE ALTO,BAJOS DE MENA
146212,8110171002006,1,27,REGIÓN DEL BIOBÍO,CONCEPCIÓN,TALCAHUANO,ZUNICO
1315,13101091004019,1,103,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,MAPOCHO
50031,6101171005014,1,10,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,RUTA CINCO SUR
19852,13119071004010,2,261,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,MAIPÚ PONIENTE
619,13101201001007,2,19,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,SANTIAGO,FRANKLIN
56290,7101141006023,1,206,REGIÓN DEL MAULE,TALCA,TALCA,LIRCAY
82298,9120091001025,1,35,REGIÓN DE LA ARAUCANÍA,CAUTÍN,VILLARRICA,VOIPIR
27594,13124091001009,3,532,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PUDAHUEL,FEDERICO ERRÁZURIZ
24481,13123011005002,1,54,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,PROVIDENCIA,CONDELL
128133,2101011010047,1,29,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,LA CHIMBA
141238,8105011003032,2,51,REGIÓN DEL BIOBÍO,CONCEPCIÓN,HUALQUI,HUALQUI
119166,3303021001017,1,81,REGIÓN DE ATACAMA,HUASCO,FREIRINA,FREIRINA
19850,13119111002010,1,186,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,LAS HERAS
54427,6301011010015,1,16,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MUNICIPALIDAD
62645,7401071001048,1,11,REGIÓN DEL MAULE,LINARES,LINARES,MARÍA AUXILIADORA
104258,4101171004011,1,24,REGIÓN DE COQUIMBO,ELQUI,LA SERENA,EL OLIVAR
132231,16101151007011,1,18,REGIÓN DE ÑUBLE,DIGUILLÍN,CHILLÁN,SAN BERNARDO
128020,2101071001010,1,55,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,RESIDENCIAL
54719,6301011003052,1,93,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,COLCHAGUA,SAN FERNANDO,MUNICIPALIDAD
13000,13112031004014,1,34,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA PINTANA,PABLO DE ROKHA
51705,6101171005507,1,25,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CACHAPOAL,RANCAGUA,RUTA CINCO SUR
15691,13116041004021,1,77,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO ESPEJO,POBLACIÓN CARO NORTE
8778,13110061007003,1,64,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LA FLORIDA,WALKER MARTÍNEZ
15692,13116031004006,2,70,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,LO ESPEJO,POBLACIÓN CARO SUR
57764,7101121001009,1,38,REGIÓN DEL MAULE,TALCA,TALCA,SAN MIGUEL
112441,14101081001030,1,47,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,LAS MULATAS
65805,11201021001027,1,30,REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,AYSÉN,AYSÉN,MAÑIGUALES
61941,7301071006002,1,24,REGIÓN DEL MAULE,CURICÓ,CURICÓ,BARROS NEGROS
103981,5401021002500,1,392,REGIÓN DE VALPARAÍSO,PETORCA,LA LIGUA,LA LIGUA SUR
58010,7101071006020,2,99,REGIÓN DEL MAULE,TALCA,TALCA,COOPERATIVA
131881,2301031006027,1,234,REGIÓN DE ANTOFAGASTA,TOCOPILLA,TOCOPILLA,GUACHÁN
20704,13119071005008,1,29,REGIÓN METROPOLITANA DE SANTIAGO,SANTIAGO,MAIPÚ,MAIPÚ PONIENTE
74230,9101111001008,2,33,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,TROMÉN
